Record Date,State Name,Interest Rate Percent,Outstanding Advance Balance,Advance Authorization Current Month,Gross Advance Draws Current Month,Interest Accrued Fiscal Year to Date,Interest Paid Amount,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
10/1/20,Georgia,2.4087009,433299978.4,430000000,11000000,0,0,5,2021,1,2020,4,10,1
10/1/20,Hawaii,2.4087009,542836657.4,435000000,4301715.11,0,0,6,2021,1,2020,4,10,1
10/1/20,Illinois,2.4087009,2204330821,846000000,22696869.04,0,0,7,2021,1,2020,4,10,1
10/1/20,Indiana,2.4087009,17104767.76,120000000,1973897.35,0,0,8,2021,1,2020,4,10,1
10/1/20,Kentucky,2.4087009,410645436.5,350000000,11413638,0,0,9,2021,1,2020,4,10,1
10/1/20,Louisana,2.4087009,0,200000000,0,0,0,10,2021,1,2020,4,10,1
10/1/20,Massachusetts,2.4087009,1663473836,696000000,2511596.11,0,0,11,2021,1,2020,4,10,1
10/1/20,Minnesota,2.4087009,597158010.3,300000000,6985000,0,0,12,2021,1,2020,4,10,1
10/1/20,New Jersey,2.4087009,326677309,600000000,18640000,0,0,13,2021,1,2020,4,10,1
10/1/20,New Mexico,2.4087009,68925526.52,125000000,1202945.69,0,0,14,2021,1,2020,4,10,1
10/1/20,New York,2.4087009,7984452850,1700000000,23061349.34,0,0,15,2021,1,2020,4,10,1
10/1/20,Ohio,2.4087009,997954876.7,700000000,3593000,0,0,16,2021,1,2020,4,10,1
10/1/20,Pennsylvania,2.4087009,302638198.4,1000000000,2896543.98,0,0,17,2021,1,2020,4,10,1
10/1/20,Texas,2.4087009,4726365066,900000000,20198135,0,0,18,2021,1,2020,4,10,1
10/1/20,Virginia,2.4087009,0,360000000,0,0,0,19,2021,1,2020,4,10,1
10/1/20,Virgin Islands,2.4087009,69386259.52,6000000,0,0,0,20,2021,1,2020,4,10,1
10/1/20,West Virginia,2.4087009,90087085.9,125000000,348141.54,0,0,21,2021,1,2020,4,10,1
9/30/20,California,2.4087009,13061130642,3300000000,2564000000,0,0,1,2020,4,2020,3,9,30
9/30/20,Colorado,2.4087009,349807512,500000000,234205861.2,0,0,2,2020,4,2020,3,9,30
9/30/20,Connecticut,2.4087009,342429901.6,380000000,122429901.6,0,0,3,2020,4,2020,3,9,30
9/30/20,Delaware,2.4087009,13184411.15,60000000,13184411.15,0,0,4,2020,4,2020,3,9,30
9/30/20,Georgia,2.4087009,422299978.4,585000000,422300000,0,0,5,2020,4,2020,3,9,30
9/30/20,Hawaii,2.4087009,538534942.2,435000000,244591088.8,0,0,6,2020,4,2020,3,9,30
9/30/20,Illinois,2.4087009,2181633952,1300000000,653232100.4,0,0,7,2020,4,2020,3,9,30
9/30/20,Indiana,2.4087009,16949713.7,60000000,23733178.68,0,0,8,2020,4,2020,3,9,30
9/30/20,Kentucky,2.4087009,399231798.5,350000000,125857449,0,0,9,2020,4,2020,3,9,30
9/30/20,Louisana,2.4087009,0,200000000,0,0,0,10,2020,4,2020,3,9,30
9/30/20,Massachusetts,2.4087009,1660962240,680000000,407112226.5,0,0,11,2020,4,2020,3,9,30
9/30/20,Minnesota,2.4087009,591756722.3,400000000,256999056.2,0,0,12,2020,4,2020,3,9,30
9/30/20,New Jersey,2.4087009,310772082.7,800000000,395442000,0,0,13,2020,4,2020,3,9,30
9/30/20,New Mexico,2.4087009,67722580.83,125000000,67722580.83,0,0,14,2020,4,2020,3,9,30
9/30/20,New York,2.4087009,7961391501,2200000000,1249440747,0,0,15,2020,4,2020,3,9,30
9/30/20,Ohio,2.4087009,994361876.7,700000000,226563000,0,0,16,2020,4,2020,3,9,30
9/30/20,Pennsylvania,2.4087009,299741654.4,1000000000,299741654.4,0,0,17,2020,4,2020,3,9,30
9/30/20,Texas,2.4087009,4706166931,1200000000,918413515.4,0,0,18,2020,4,2020,3,9,30
9/30/20,Virginia,2.4087009,0,360000000,0,0,0,19,2020,4,2020,3,9,30
9/30/20,Virgin Islands,2.4087009,69386259.52,6334000,6300000,0,0,20,2020,4,2020,3,9,30
9/30/20,West Virginia,2.4087009,89738944.36,125000000,34451666.42,0,0,21,2020,4,2020,3,9,30
9/29/20,California,2.4087009,12933948558,3300000000,2422000000,0,0,1,2020,4,2020,3,9,29
9/29/20,Colorado,2.4087009,344718263.5,500000000,229116612.7,0,0,2,2020,4,2020,3,9,29
9/29/20,Connecticut,2.4087009,339201904.3,380000000,119201904.3,0,0,3,2020,4,2020,3,9,29
9/29/20,Delaware,2.4087009,12752737.52,60000000,12752737.52,0,0,4,2020,4,2020,3,9,29
9/29/20,Georgia,2.4087009,366299978.4,585000000,366300000,0,0,5,2020,4,2020,3,9,29
9/29/20,Hawaii,2.4087009,529854650.2,435000000,235910796.8,0,0,6,2020,4,2020,3,9,29
9/29/20,Illinois,2.4087009,2143759095,1300000000,615357243,0,0,7,2020,4,2020,3,9,29
9/29/20,Indiana,2.4087009,14314190.2,60000000,20508475.63,0,0,8,2020,4,2020,3,9,29
9/29/20,Kentucky,2.4087009,395062989.5,350000000,121688640,0,0,9,2020,4,2020,3,9,29
9/29/20,Louisana,2.4087009,0,200000000,0,0,0,10,2020,4,2020,3,9,29
9/29/20,Massachusetts,2.4087009,1649478971,680000000,395628958.1,0,0,11,2020,4,2020,3,9,29
9/29/20,Minnesota,2.4087009,577832781,400000000,242845114.9,0,0,12,2020,4,2020,3,9,29
9/29/20,New Jersey,2.4087009,303704965.2,800000000,387831000,0,0,13,2020,4,2020,3,9,29
9/29/20,New Mexico,2.4087009,64387421.18,125000000,64387421.18,0,0,14,2020,4,2020,3,9,29
9/29/20,New York,2.4087009,7933042627,2200000000,1221017310,0,0,15,2020,4,2020,3,9,29
9/29/20,Ohio,2.4087009,988831876.7,700000000,221033000,0,0,16,2020,4,2020,3,9,29
9/29/20,Pennsylvania,2.4087009,288216262.3,1000000000,288216262.3,0,0,17,2020,4,2020,3,9,29
9/29/20,Texas,2.4087009,4706166931,1200000000,918413515.4,0,0,18,2020,4,2020,3,9,29
9/29/20,Virginia,2.4087009,0,360000000,0,0,0,19,2020,4,2020,3,9,29
9/29/20,Virgin Islands,2.4087009,69386259.52,6334000,6300000,0,0,20,2020,4,2020,3,9,29
9/29/20,West Virginia,2.4087009,89154519.76,125000000,33867241.82,0,0,21,2020,4,2020,3,9,29
9/28/20,California,2.4087009,12792919993,3300000000,2272000000,0,0,1,2020,4,2020,3,9,28
9/28/20,Colorado,2.4087009,332693687.6,500000000,217092036.8,0,0,2,2020,4,2020,3,9,28
9/28/20,Connecticut,2.4087009,321395890.2,380000000,101395890.2,0,0,3,2020,4,2020,3,9,28
9/28/20,Delaware,2.4087009,12611671.2,60000000,12611671.2,0,0,4,2020,4,2020,3,9,28
9/28/20,Georgia,2.4087009,360499978.4,585000000,360500000,0,0,5,2020,4,2020,3,9,28
9/28/20,Hawaii,2.4087009,509750861.5,435000000,215807008,0,0,6,2020,4,2020,3,9,28
9/28/20,Illinois,2.4087009,2098593459,1300000000,570191606.9,0,0,7,2020,4,2020,3,9,28
9/28/20,Indiana,2.4087009,10010267.5,60000000,15105692.36,0,0,8,2020,4,2020,3,9,28
9/28/20,Kentucky,2.4087009,392965616.5,350000000,119591267,0,0,9,2020,4,2020,3,9,28
9/28/20,Louisana,2.4087009,0,200000000,0,0,0,10,2020,4,2020,3,9,28
9/28/20,Massachusetts,2.4087009,1633956705,680000000,380106692.3,0,0,11,2020,4,2020,3,9,28
9/28/20,Minnesota,2.4087009,559342781,400000000,224105114.9,0,0,12,2020,4,2020,3,9,28
9/28/20,New Jersey,2.4087009,296703575.2,800000000,380373000,0,0,13,2020,4,2020,3,9,28
9/28/20,New Mexico,2.4087009,54431457.68,125000000,54431457.68,0,0,14,2020,4,2020,3,9,28
9/28/20,New York,2.4087009,7883499721,2200000000,1171474404,0,0,15,2020,4,2020,3,9,28
9/28/20,Ohio,2.4087009,968069876.7,700000000,200271000,0,0,16,2020,4,2020,3,9,28
9/28/20,Pennsylvania,2.4087009,262623521.4,1000000000,262623521.4,0,0,17,2020,4,2020,3,9,28
9/28/20,Texas,2.4087009,4706166931,1200000000,918413515.4,0,0,18,2020,4,2020,3,9,28
9/28/20,Virginia,2.4087009,0,360000000,0,0,0,19,2020,4,2020,3,9,28
9/28/20,Virgin Islands,2.4087009,68086259.52,6334000,5000000,0,0,20,2020,4,2020,3,9,28
9/28/20,West Virginia,2.4087009,87057509.91,125000000,31770231.97,0,0,21,2020,4,2020,3,9,28
9/25/20,California,2.4087009,12545723521,3300000000,2022000000,0,0,1,2020,4,2020,3,9,25
9/25/20,Colorado,2.4087009,308682111.4,500000000,193080460.6,0,0,2,2020,4,2020,3,9,25
9/25/20,Connecticut,2.4087009,321395890.2,380000000,101395890.2,0,0,3,2020,4,2020,3,9,25
9/25/20,Delaware,2.4087009,7391726.81,60000000,7391726.81,0,0,4,2020,4,2020,3,9,25
9/25/20,Georgia,2.4087009,355999978.4,585000000,356000000,0,0,5,2020,4,2020,3,9,25
9/25/20,Hawaii,2.4087009,500068511.8,435000000,206124658.3,0,0,6,2020,4,2020,3,9,25
9/25/20,Illinois,2.4087009,2091651795,1300000000,563249943.3,0,0,7,2020,4,2020,3,9,25
9/25/20,Indiana,2.4087009,0,60000000,0,0,0,8,2020,4,2020,3,9,25
9/25/20,Kentucky,2.4087009,392965616.5,350000000,119591267,0,0,9,2020,4,2020,3,9,25
9/25/20,Louisana,2.4087009,0,200000000,0,0,0,10,2020,4,2020,3,9,25
9/25/20,Massachusetts,2.4087009,1569738674,680000000,315888661.2,0,0,11,2020,4,2020,3,9,25
9/25/20,Minnesota,2.4087009,555539781,400000000,219902114.9,0,0,12,2020,4,2020,3,9,25
9/25/20,New Jersey,2.4087009,265311660,800000000,348637000,0,0,13,2020,4,2020,3,9,25
9/25/20,New Mexico,2.4087009,51462017.98,125000000,51462017.98,0,0,14,2020,4,2020,3,9,25
9/25/20,New York,2.4087009,7773761401,2200000000,1061628263,0,0,15,2020,4,2020,3,9,25
9/25/20,Ohio,2.4087009,932942876.7,700000000,165144000,0,0,16,2020,4,2020,3,9,25
9/25/20,Pennsylvania,2.4087009,202679202.4,1000000000,202679202.4,0,0,17,2020,4,2020,3,9,25
9/25/20,Texas,2.4087009,4706166931,1200000000,918413515.4,0,0,18,2020,4,2020,3,9,25
9/25/20,Virginia,2.4087009,0,360000000,0,0,0,19,2020,4,2020,3,9,25
9/25/20,Virgin Islands,2.4087009,68086259.52,6334000,5000000,0,0,20,2020,4,2020,3,9,25
9/25/20,West Virginia,2.4087009,83082057.35,125000000,27794779.41,0,0,21,2020,4,2020,3,9,25
9/24/20,California,2.4087009,12557250966,3300000000,2022000000,0,0,1,2020,4,2020,3,9,24
9/24/20,Colorado,2.4087009,306266187.4,500000000,190664536.6,0,0,2,2020,4,2020,3,9,24
9/24/20,Connecticut,2.4087009,319895890.2,380000000,99895890.2,0,0,3,2020,4,2020,3,9,24
9/24/20,Delaware,2.4087009,7036169.47,60000000,7036169.47,0,0,4,2020,4,2020,3,9,24
9/24/20,Georgia,2.4087009,343999978.4,585000000,344000000,0,0,5,2020,4,2020,3,9,24
9/24/20,Hawaii,2.4087009,496776745.9,435000000,202832892.5,0,0,6,2020,4,2020,3,9,24
9/24/20,Illinois,2.4087009,2076224518,1300000000,547822666.5,0,0,7,2020,4,2020,3,9,24
9/24/20,Indiana,2.4087009,0,60000000,0,0,0,8,2020,4,2020,3,9,24
9/24/20,Kentucky,2.4087009,392965616.5,350000000,119591267,0,0,9,2020,4,2020,3,9,24
9/24/20,Louisana,2.4087009,0,200000000,0,0,0,10,2020,4,2020,3,9,24
9/24/20,Massachusetts,2.4087009,1567333740,680000000,313483727.3,0,0,11,2020,4,2020,3,9,24
9/24/20,Minnesota,2.4087009,548584781,400000000,212907114.9,0,0,12,2020,4,2020,3,9,24
9/24/20,New Jersey,2.4087009,255707660,800000000,338783000,0,0,13,2020,4,2020,3,9,24
9/24/20,New Mexico,2.4087009,50581871.83,125000000,50581871.83,0,0,14,2020,4,2020,3,9,24
9/24/20,New York,2.4087009,7767857762,2200000000,1055724624,0,0,15,2020,4,2020,3,9,24
9/24/20,Ohio,2.4087009,930333876.7,700000000,162535000,0,0,16,2020,4,2020,3,9,24
9/24/20,Pennsylvania,2.4087009,198281931.1,1000000000,198281931.1,0,0,17,2020,4,2020,3,9,24
9/24/20,Texas,2.4087009,4706166931,1200000000,918413515.4,0,0,18,2020,4,2020,3,9,24
9/24/20,Virginia,2.4087009,0,360000000,0,0,0,19,2020,4,2020,3,9,24
9/24/20,Virgin Islands,2.4087009,67178481.38,6334000,4092221.86,0,0,20,2020,4,2020,3,9,24
9/24/20,West Virginia,2.4087009,83082057.35,125000000,27794779.41,0,0,21,2020,4,2020,3,9,24
9/23/20,California,2.4087009,12557250966,3300000000,2022000000,0,0,1,2020,4,2020,3,9,23
9/23/20,Colorado,2.4087009,302702993,500000000,187101342.2,0,0,2,2020,4,2020,3,9,23
9/23/20,Connecticut,2.4087009,319895890.2,380000000,99895890.2,0,0,3,2020,4,2020,3,9,23
9/23/20,Delaware,2.4087009,7036169.47,60000000,7036169.47,0,0,4,2020,4,2020,3,9,23
9/23/20,Georgia,2.4087009,331999978.4,585000000,332000000,0,0,5,2020,4,2020,3,9,23
9/23/20,Hawaii,2.4087009,492521585.5,435000000,198577732,0,0,6,2020,4,2020,3,9,23
9/23/20,Illinois,2.4087009,2053082674,1300000000,524680821.9,0,0,7,2020,4,2020,3,9,23
9/23/20,Indiana,2.4087009,0,60000000,0,0,0,8,2020,4,2020,3,9,23
9/23/20,Kentucky,2.4087009,392965616.5,350000000,119591267,0,0,9,2020,4,2020,3,9,23
9/23/20,Louisana,2.4087009,0,200000000,0,0,0,10,2020,4,2020,3,9,23
9/23/20,Massachusetts,2.4087009,1562034254,680000000,308184241,0,0,11,2020,4,2020,3,9,23
9/23/20,Minnesota,2.4087009,540966781,400000000,205139114.9,0,0,12,2020,4,2020,3,9,23
9/23/20,New Jersey,2.4087009,234294660,800000000,317305000,0,0,13,2020,4,2020,3,9,23
9/23/20,New Mexico,2.4087009,49400963.09,125000000,49400963.09,0,0,14,2020,4,2020,3,9,23
9/23/20,New York,2.4087009,7749037301,2200000000,1036904163,0,0,15,2020,4,2020,3,9,23
9/23/20,Ohio,2.4087009,926902876.7,700000000,159104000,0,0,16,2020,4,2020,3,9,23
9/23/20,Pennsylvania,2.4087009,192019832.8,1000000000,192019832.8,0,0,17,2020,4,2020,3,9,23
9/23/20,Texas,2.4087009,4706166931,1200000000,918413515.4,0,0,18,2020,4,2020,3,9,23
9/23/20,Virginia,2.4087009,0,360000000,0,0,0,19,2020,4,2020,3,9,23
9/23/20,Virgin Islands,2.4087009,67178481.38,5000000,4092221.86,0,0,20,2020,4,2020,3,9,23
9/23/20,West Virginia,2.4087009,83082057.35,125000000,27794779.41,0,0,21,2020,4,2020,3,9,23
9/22/20,California,2.4087009,12568999203,3300000000,2022000000,0,0,1,2020,4,2020,3,9,22
9/22/20,Colorado,2.4087009,298762164.9,500000000,183160514.1,0,0,2,2020,4,2020,3,9,22
9/22/20,Connecticut,2.4087009,311170890.2,380000000,91170890.2,0,0,3,2020,4,2020,3,9,22
9/22/20,Delaware,2.4087009,5720307.99,60000000,5720307.99,0,0,4,2020,4,2020,3,9,22
9/22/20,Georgia,2.4087009,271999978.4,585000000,272000000,0,0,5,2020,4,2020,3,9,22
9/22/20,Hawaii,2.4087009,485274153.4,435000000,191330299.9,0,0,6,2020,4,2020,3,9,22
9/22/20,Illinois,2.4087009,2012729933,1300000000,484328081,0,0,7,2020,4,2020,3,9,22
9/22/20,Indiana,2.4087009,0,60000000,0,0,0,8,2020,4,2020,3,9,22
9/22/20,Kentucky,2.4087009,373629414.5,350000000,100255065,0,0,9,2020,4,2020,3,9,22
9/22/20,Louisana,2.4087009,0,200000000,0,0,0,10,2020,4,2020,3,9,22
9/22/20,Massachusetts,2.4087009,1554236865,680000000,300386852.4,0,0,11,2020,4,2020,3,9,22
9/22/20,Minnesota,2.4087009,525040053.5,400000000,188712387.4,0,0,12,2020,4,2020,3,9,22
9/22/20,New Jersey,2.4087009,213304530,800000000,295499000,0,0,13,2020,4,2020,3,9,22
9/22/20,New Mexico,2.4087009,45700664.78,125000000,45700664.78,0,0,14,2020,4,2020,3,9,22
9/22/20,New York,2.4087009,7728188403,2200000000,1016055265,0,0,15,2020,4,2020,3,9,22
9/22/20,Ohio,2.4087009,920687876.7,700000000,152889000,0,0,16,2020,4,2020,3,9,22
9/22/20,Pennsylvania,2.4087009,181482457.8,1000000000,181482457.8,0,0,17,2020,4,2020,3,9,22
9/22/20,Texas,2.4087009,4706166931,1200000000,918413515.4,0,0,18,2020,4,2020,3,9,22
9/22/20,Virginia,2.4087009,0,360000000,0,0,0,19,2020,4,2020,3,9,22
9/22/20,Virgin Islands,2.4087009,66612157.38,5000000,3525897.86,0,0,20,2020,4,2020,3,9,22
9/22/20,West Virginia,2.4087009,83082057.35,125000000,27794779.41,0,0,21,2020,4,2020,3,9,22
9/21/20,California,2.4087009,12475286061,3000000000,1923000000,0,0,1,2020,4,2020,3,9,21
9/21/20,Colorado,2.4087009,283903632.6,500000000,168301981.8,0,0,2,2020,4,2020,3,9,21
9/21/20,Connecticut,2.4087009,291761182.1,380000000,71761182.06,0,0,3,2020,4,2020,3,9,21
9/21/20,Delaware,2.4087009,5720307.99,60000000,5720307.99,0,0,4,2020,4,2020,3,9,21
9/21/20,Georgia,2.4087009,265999978.4,585000000,266000000,0,0,5,2020,4,2020,3,9,21
9/21/20,Hawaii,2.4087009,459942978.2,435000000,165999124.8,0,0,6,2020,4,2020,3,9,21
9/21/20,Illinois,2.4087009,1962275807,1300000000,433873955.2,0,0,7,2020,4,2020,3,9,21
9/21/20,Indiana,2.4087009,0,60000000,0,0,0,8,2020,4,2020,3,9,21
9/21/20,Kentucky,2.4087009,363488181.5,350000000,90113832,0,0,9,2020,4,2020,3,9,21
9/21/20,Louisana,2.4087009,0,200000000,0,0,0,10,2020,4,2020,3,9,21
9/21/20,Massachusetts,2.4087009,1538411419,680000000,284561406.4,0,0,11,2020,4,2020,3,9,21
9/21/20,Minnesota,2.4087009,503480053.5,400000000,167052387.4,0,0,12,2020,4,2020,3,9,21
9/21/20,New Jersey,2.4087009,195192530,800000000,277312000,0,0,13,2020,4,2020,3,9,21
9/21/20,New Mexico,2.4087009,34574212.83,125000000,34574212.83,0,0,14,2020,4,2020,3,9,21
9/21/20,New York,2.4087009,7662359423,2200000000,950157877.9,0,0,15,2020,4,2020,3,9,21
9/21/20,Ohio,2.4087009,903692876.7,700000000,135894000,0,0,16,2020,4,2020,3,9,21
9/21/20,Pennsylvania,2.4087009,154277190.4,1000000000,154277190.4,0,0,17,2020,4,2020,3,9,21
9/21/20,Texas,2.4087009,4638583536,1200000000,850830120.4,0,0,18,2020,4,2020,3,9,21
9/21/20,Virginia,2.4087009,0,360000000,0,0,0,19,2020,4,2020,3,9,21
9/21/20,Virgin Islands,2.4087009,66436634.68,5000000,3350375.16,0,0,20,2020,4,2020,3,9,21
9/21/20,West Virginia,2.4087009,80817687.08,125000000,25530409.14,0,0,21,2020,4,2020,3,9,21
9/18/20,California,2.4087009,12481115768,3000000000,1923000000,0,0,1,2020,4,2020,3,9,18
9/18/20,Colorado,2.4087009,256828106.5,500000000,141226455.7,0,0,2,2020,4,2020,3,9,18
9/18/20,Connecticut,2.4087009,289329254.3,380000000,69329254.31,0,0,3,2020,4,2020,3,9,18
9/18/20,Delaware,2.4087009,0,60000000,0,0,0,4,2020,4,2020,3,9,18
9/18/20,Georgia,2.4087009,261000000,585000000,261000000,0,0,5,2020,4,2020,3,9,18
9/18/20,Hawaii,2.4087009,449343162.9,435000000,155399309.4,0,0,6,2020,4,2020,3,9,18
9/18/20,Illinois,2.4087009,1955758057,1300000000,427356205.1,0,0,7,2020,4,2020,3,9,18
9/18/20,Indiana,2.4087009,0,60000000,0,0,0,8,2020,4,2020,3,9,18
9/18/20,Kentucky,2.4087009,349995942.5,350000000,76621593,0,0,9,2020,4,2020,3,9,18
9/18/20,Louisana,2.4087009,0,200000000,0,0,0,10,2020,4,2020,3,9,18
9/18/20,Massachusetts,2.4087009,1466559301,680000000,212709288.2,0,0,11,2020,4,2020,3,9,18
9/18/20,Minnesota,2.4087009,498254130.6,400000000,161746464.5,0,0,12,2020,4,2020,3,9,18
9/18/20,New Jersey,2.4087009,152593055.2,800000000,233583000,0,0,13,2020,4,2020,3,9,18
9/18/20,New Mexico,2.4087009,31391960.69,125000000,31391960.69,0,0,14,2020,4,2020,3,9,18
9/18/20,New York,2.4087009,7519760311,2200000000,807525859.2,0,0,15,2020,4,2020,3,9,18
9/18/20,Ohio,2.4087009,890644473.3,700000000,122845000,0,0,16,2020,4,2020,3,9,18
9/18/20,Pennsylvania,2.4087009,0,1000000000,0,0,0,17,2020,4,2020,3,9,18
9/18/20,Texas,2.4087009,4612151151,1200000000,824397735.9,0,0,18,2020,4,2020,3,9,18
9/18/20,Virginia,2.4087009,0,360000000,0,0,0,19,2020,4,2020,3,9,18
9/18/20,Virgin Islands,2.4087009,66087439.67,5000000,2747674.16,0,0,20,2020,4,2020,3,9,18
9/18/20,West Virginia,2.4087009,76498962.39,125000000,21211684.45,0,0,21,2020,4,2020,3,9,18
9/17/20,California,2.4087009,12486994832,3000000000,1923000000,0,0,1,2020,4,2020,3,9,17
9/17/20,Colorado,2.4087009,254241069,500000000,138639418.2,0,0,2,2020,4,2020,3,9,17
9/17/20,Connecticut,2.4087009,289329254.3,380000000,69329254.31,0,0,3,2020,4,2020,3,9,17
9/17/20,Delaware,2.4087009,0,60000000,0,0,0,4,2020,4,2020,3,9,17
9/17/20,Georgia,2.4087009,248000000,585000000,248000000,0,0,5,2020,4,2020,3,9,17
9/17/20,Hawaii,2.4087009,446397321.6,435000000,152453468.2,0,0,6,2020,4,2020,3,9,17
9/17/20,Illinois,2.4087009,1935986736,1300000000,407584884.2,0,0,7,2020,4,2020,3,9,17
9/17/20,Indiana,2.4087009,0,60000000,0,0,0,8,2020,4,2020,3,9,17
9/17/20,Kentucky,2.4087009,348566373.5,350000000,75192024,0,0,9,2020,4,2020,3,9,17
9/17/20,Louisana,2.4087009,0,200000000,0,0,0,10,2020,4,2020,3,9,17
9/17/20,Massachusetts,2.4087009,1462896411,680000000,209046398.3,0,0,11,2020,4,2020,3,9,17
9/17/20,Minnesota,2.4087009,491829093.4,400000000,154715464.5,0,0,12,2020,4,2020,3,9,17
9/17/20,New Jersey,2.4087009,131896685.2,800000000,212426000,0,0,13,2020,4,2020,3,9,17
9/17/20,New Mexico,2.4087009,30681001.21,125000000,30681001.21,0,0,14,2020,4,2020,3,9,17
9/17/20,New York,2.4087009,7511937000,2200000000,799699359.4,0,0,15,2020,4,2020,3,9,17
9/17/20,Ohio,2.4087009,890581473.3,700000000,122782000,0,0,16,2020,4,2020,3,9,17
9/17/20,Pennsylvania,2.4087009,0,1000000000,0,0,0,17,2020,4,2020,3,9,17
9/17/20,Texas,2.4087009,4549975393,1200000000,762221977.8,0,0,18,2020,4,2020,3,9,17
9/17/20,Virginia,2.4087009,0,360000000,0,0,0,19,2020,4,2020,3,9,17
9/17/20,Virgin Islands,2.4087009,66087439.67,5000000,2747674.16,0,0,20,2020,4,2020,3,9,17
9/17/20,West Virginia,2.4087009,76135173.68,125000000,20847895.74,0,0,21,2020,4,2020,3,9,17
9/16/20,California,2.4087009,12391611997,3000000000,1824000000,0,0,1,2020,4,2020,3,9,16
9/16/20,Colorado,2.4087009,250694004,500000000,135092353.2,0,0,2,2020,4,2020,3,9,16
9/16/20,Connecticut,2.4087009,284846197.9,380000000,64846197.94,0,0,3,2020,4,2020,3,9,16
9/16/20,Delaware,2.4087009,0,60000000,0,0,0,4,2020,4,2020,3,9,16
9/16/20,Georgia,2.4087009,236000000,585000000,236000000,0,0,5,2020,4,2020,3,9,16
9/16/20,Hawaii,2.4087009,442038177.8,435000000,148094324.3,0,0,6,2020,4,2020,3,9,16
9/16/20,Illinois,2.4087009,1912744050,1300000000,384342197.7,0,0,7,2020,4,2020,3,9,16
9/16/20,Indiana,2.4087009,0,60000000,0,0,0,8,2020,4,2020,3,9,16
9/16/20,Kentucky,2.4087009,346698336.5,350000000,73323987,0,0,9,2020,4,2020,3,9,16
9/16/20,Louisana,2.4087009,0,200000000,0,0,0,10,2020,4,2020,3,9,16
9/16/20,Massachusetts,2.4087009,1459526628,680000000,205676615,0,0,11,2020,4,2020,3,9,16
9/16/20,Minnesota,2.4087009,483468443.7,400000000,145754464.5,0,0,12,2020,4,2020,3,9,16
9/16/20,New Jersey,2.4087009,109388985.2,800000000,188986000,0,0,13,2020,4,2020,3,9,16
9/16/20,New Mexico,2.4087009,29391006.24,125000000,29391006.24,0,0,14,2020,4,2020,3,9,16
9/16/20,New York,2.4087009,7488955973,2200000000,776718331.8,0,0,15,2020,4,2020,3,9,16
9/16/20,Ohio,2.4087009,886718473.3,700000000,118919000,0,0,16,2020,4,2020,3,9,16
9/16/20,Pennsylvania,2.4087009,0,1000000000,0,0,0,17,2020,4,2020,3,9,16
9/16/20,Texas,2.4087009,4495789017,1200000000,708035601,0,0,18,2020,4,2020,3,9,16
9/16/20,Virginia,2.4087009,0,360000000,0,0,0,19,2020,4,2020,3,9,16
9/16/20,Virgin Islands,2.4087009,65541365.78,5000000,2201600.27,0,0,20,2020,4,2020,3,9,16
9/16/20,West Virginia,2.4087009,75667677.72,125000000,20380399.78,0,0,21,2020,4,2020,3,9,16
9/15/20,California,2.4087009,12402961539,3000000000,1824000000,0,0,1,2020,4,2020,3,9,15
9/15/20,Colorado,2.4087009,244385449.3,500000000,128783798.5,0,0,2,2020,4,2020,3,9,15
9/15/20,Connecticut,2.4087009,281333440.6,380000000,61333440.59,0,0,3,2020,4,2020,3,9,15
9/15/20,Delaware,2.4087009,0,60000000,0,0,0,4,2020,4,2020,3,9,15
9/15/20,Georgia,2.4087009,164000000,585000000,164000000,0,0,5,2020,4,2020,3,9,15
9/15/20,Hawaii,2.4087009,433072028.1,435000000,139128174.6,0,0,6,2020,4,2020,3,9,15
9/15/20,Illinois,2.4087009,1873995047,1300000000,345593195,0,0,7,2020,4,2020,3,9,15
9/15/20,Indiana,2.4087009,0,60000000,0,0,0,8,2020,4,2020,3,9,15
9/15/20,Kentucky,2.4087009,337278319.5,350000000,63903970,0,0,9,2020,4,2020,3,9,15
9/15/20,Louisana,2.4087009,0,200000000,0,0,0,10,2020,4,2020,3,9,15
9/15/20,Massachusetts,2.4087009,1450249136,680000000,196399123.2,0,0,11,2020,4,2020,3,9,15
9/15/20,Minnesota,2.4087009,469253007.8,400000000,131399464.5,0,0,12,2020,4,2020,3,9,15
9/15/20,New Jersey,2.4087009,86345105.23,800000000,165298000,0,0,13,2020,4,2020,3,9,15
9/15/20,New Mexico,2.4087009,25560409.25,125000000,25560409.25,0,0,14,2020,4,2020,3,9,15
9/15/20,New York,2.4087009,7467651082,2200000000,755079207.8,0,0,15,2020,4,2020,3,9,15
9/15/20,Ohio,2.4087009,879069473.3,700000000,111270000,0,0,16,2020,4,2020,3,9,15
9/15/20,Pennsylvania,2.4087009,0,1000000000,0,0,0,17,2020,4,2020,3,9,15
9/15/20,Texas,2.4087009,4433941622,1200000000,646188206.3,0,0,18,2020,4,2020,3,9,15
9/15/20,Virginia,2.4087009,0,360000000,0,0,0,19,2020,4,2020,3,9,15
9/15/20,Virgin Islands,2.4087009,65541365.78,5000000,2201600.27,0,0,20,2020,4,2020,3,9,15
9/15/20,West Virginia,2.4087009,74999633.28,125000000,19712355.34,0,0,21,2020,4,2020,3,9,15
